	bin	Depth CAPES_S11	Depth CAPES_S21	Depth CAPES_S7	GenomeBin	Domain	%Complete (domain)	%Complete and single-copy (domain)	%Complete and duplicated (domain)	%Fragmented (domain)	%Missing (domain)	Total number (domain)	Specific lineage dataset	%Complete (specific)	%Complete and single-copy (specific)	%Complete and duplicated (specific)	%Fragmented (specific)	%Missing (specific)	Total number (specific)	Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N75	L50	L75	# N's per 100 kbp	# predicted rRNA genes	user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
301	SPAdes-CAPES_S11.25.fa	14.4137	0.0	0.0	SPAdes-CAPES_S11.25.fa	bacteria_odb10	0.8	0.8	0.0	1.6	97.6	124.0								SPAdes-CAPES_S11.25.fa	367	367	60	17	0	0	1359951	1359951	538762	242529	0	0	367	22418	1359951	35.76	4319	2630	91	195	15.44	0 + 0 part	SPAdes-CAPES_S11.25.fa																			
302	SPAdes-CAPES_S11.26.fa	17.278100000000002	0.0148954	31.8107	SPAdes-CAPES_S11.26.fa	bacteria_odb10	28.2	26.6	1.6	4.0	67.8	124.0								SPAdes-CAPES_S11.26.fa	290	290	181	105	13	1	2629324	2629324	2282295	1764134	413654	55603	290	55603	2629324	43.57	12831	7162	65	130	0.38	0 + 0 part	SPAdes-CAPES_S11.26.fa																			
303	SPAdes-CAPES_S11.27.fa	39.34465	74.93345	56.8423	SPAdes-CAPES_S11.27.fa	bacteria_odb10	19.4	19.4	0.0	1.6	79.0	124.0								SPAdes-CAPES_S11.27.fa	6	6	6	6	6	5	495105	495105	495105	495105	495105	457614	6	110993	495105	46.47	106962	66390	3	4	0.0	0 + 0 part	SPAdes-CAPES_S11.27.fa																			
304	SPAdes-CAPES_S11.28.fa	17.6897	0.0	0.03172285	SPAdes-CAPES_S11.28.fa	bacteria_odb10	83.1	83.1	0.0	3.2	13.7	124.0	firmicutes_odb10	87.1	86.2	0.9	2.3	10.6	218.0	SPAdes-CAPES_S11.28.fa	106	106	86	62	28	9	2163738	2163738	2098663	1924534	1364908	699045	106	145084	2163738	54.06	31775	17774	19	41	9.24	0 + 0 part	SPAdes-CAPES_S11.28.fa	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus provencensis	GCF_900291475.1	95.0	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus provencensis	99.58	0.96	GCF_900291475.1	95.0	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus provencensis	99.58	0.96	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_009696675.1, s__Acidaminococcus sp000437815, 95.0, 80.09, 0.52; GCA_900770265.1, s__Acidaminococcus sp900770265, 95.0, 80.04, 0.52; GCF_000025305.1, s__Acidaminococcus fermentans, 95.0, 79.99, 0.53; GCF_900106585.1, s__Acidaminococcus timonensis, 95.0, 79.84, 0.49; GCF_900095825.1, s__Acidaminococcus massiliensis, 95.0, 79.72, 0.46; GCA_004555735.1, s__Acidaminococcus fermentans_A, 95.0, 79.2, 0.44; GCA_900314165.1, s__Acidaminococcus sp900314165, 95.0, 79.13, 0.35; GCA_902796945.1, s__Acidaminococcus sp902796945, 95.0, 77.9, 0.21; GCA_900315205.1, s__Acidaminococcus sp900315205, 95.0, 77.69, 0.21; GCA_900538365.1, s__Acidaminococcus sp900538365, 95.0, 77.52, 0.19; GCF_000425045.1, s__Acidaminococcus intestini, 95.0, 77.29, 0.16; GCA_900554515.1, s__Acidaminococcus sp900554515, 95.0, 77.27, 0.27	89.58	11.0		
305	SPAdes-CAPES_S11.29.fa	41.1371	64.9725	47.895	SPAdes-CAPES_S11.29.fa	bacteria_odb10	5.6	5.6	0.0	0.8	93.6	124.0								SPAdes-CAPES_S11.29.fa	9	9	9	9	7	2	468024	468024	468024	468024	435903	238792	9	183591	468024	47.68	55201	35872	2	5	0.0	0 + 0 part	SPAdes-CAPES_S11.29.fa																			
306	SPAdes-CAPES_S11.3.fa	38.93985	66.3112	34.03415	SPAdes-CAPES_S11.3.fa	bacteria_odb10	3.2	3.2	0.0	0.0	96.8	124.0								SPAdes-CAPES_S11.3.fa	4	4	4	4	3	2	223533	223533	223533	223533	204197	176415	4	118372	223533	47.17	118372	58043	1	2	0.0	0 + 0 part	SPAdes-CAPES_S11.3.fa																			
307	SPAdes-CAPES_S11.30.fa	12.0949	0.0	0.0	SPAdes-CAPES_S11.30.fa	bacteria_odb10	97.6	97.6	0.0	1.6	0.8	124.0	burkholderiales_odb10	78.4	78.1	0.3	1.3	20.3	688.0	SPAdes-CAPES_S11.30.fa	203	203	148	90	27	7	2771884	2771884	2592797	2148506	1179867	473148	203	109425	2771884	55.44	20627	10669	37	84	10.82	0 + 0 part	SPAdes-CAPES_S11.30.fa	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella wadsworthensis	GCF_003315195.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella wadsworthensis	97.77	0.92	GCF_003315195.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella wadsworthensis	97.77	0.92	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_009183815.1, s__Sutterella seckii_A, 95.0, 79.36, 0.32; GCF_006337085.1, s__Sutterella faecalis, 95.0, 79.07, 0.3; GCA_900770335.1, s__Sutterella sp900770335, 95.0, 78.85, 0.28; GCF_000250875.1, s__Sutterella parvirubra, 95.0, 78.62, 0.18; GCF_003609995.1, s__Sutterella megalosphaeroides, 95.0, 78.37, 0.17; GCA_900543805.1, s__Sutterella sp900543805, 95.0, 78.21, 0.18; GCA_900545275.1, s__Sutterella sp900545275, 95.0, 78.12, 0.15; GCA_900754475.1, s__Sutterella sp900754475, 95.0, 78.06, 0.19; GCA_900764215.1, s__Sutterella sp900764215, 95.0, 77.99, 0.17; GCA_900757865.1, s__Sutterella sp900757865, 95.0, 77.79, 0.06; GCF_000297775.1, s__Sutterella wadsworthensis_A, 95.0, 77.76, 0.16; GCA_900762445.1, s__Sutterella sp900762445, 95.0, 77.13, 0.09	96.98	11.0		
308	SPAdes-CAPES_S11.31.fa	7.284395	0.0	0.0	SPAdes-CAPES_S11.31.fa	bacteria_odb10	37.9	37.9	0.0	12.1	50.0	124.0								SPAdes-CAPES_S11.31.fa	488	488	23	1	0	0	1333201	1333201	146985	10058	0	0	488	10058	1333201	51.09	2873	2145	170	305	2.25	0 + 0 part	SPAdes-CAPES_S11.31.fa	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Caecibacter;s__Caecibacter sp003467125	GCF_003467125.1	95.0	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Caecibacter;s__Caecibacter sp003467125	98.27	0.97	GCF_003467125.1	95.0	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Caecibacter;s__Caecibacter sp003467125	98.27	0.97	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Caecibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900095875.1, s__Caecibacter massiliensis, 95.0, 88.01, 0.95; GCF_014269395.1, s__Caecibacter hominis, 95.0, 78.01, 0.42; GCA_900752195.1, s__Caecibacter sp900549385, 95.0, 77.68, 0.26	46.44	11.0		
309	SPAdes-CAPES_S11.32.fa	11.2992	8.27396	0.0	SPAdes-CAPES_S11.32.fa	bacteria_odb10	4.0	4.0	0.0	1.6	94.4	124.0								SPAdes-CAPES_S11.32.fa	105	105	13	2	0	0	356378	356378	99293	26910	0	0	105	14576	356378	49.34	3866	2528	31	61	112.24	0 + 0 part	SPAdes-CAPES_S11.32.fa																			
310	SPAdes-CAPES_S11.33.fa	43.1117	14.5309	0.432398	SPAdes-CAPES_S11.33.fa	bacteria_odb10	4.8	4.8	0.0	0.0	95.2	124.0								SPAdes-CAPES_S11.33.fa	9	9	9	7	3	2	277709	277709	277709	264716	184254	146422	9	95599	277709	40.54	50823	21108	2	5	0.0	0 + 0 part	SPAdes-CAPES_S11.33.fa																			
311	SPAdes-CAPES_S11.34.fa	9.85973	0.0	0.0	SPAdes-CAPES_S11.34.fa	bacteria_odb10	71.8	46.8	25.0	3.2	25.0	124.0	clostridiales_odb10	57.6	47.0	10.6	4.5	37.9	264.0	SPAdes-CAPES_S11.34.fa	550	550	15	3	0	0	1311175	1311175	115475	36905	0	0	550	13431	1311175	33.31	2308	1856	191	351	9.91	0 + 0 part	SPAdes-CAPES_S11.34.fa																			
312	SPAdes-CAPES_S11.35.fa	28.887	16.1367	0.034031900000000004	SPAdes-CAPES_S11.35.fa	bacteria_odb10	18.5	18.5	0.0	0.0	81.5	124.0								SPAdes-CAPES_S11.35.fa	17	17	17	15	11	7	673706	673706	673706	660141	585248	457412	17	94356	673706	45.41	54992	31185	5	9	0.0	0 + 0 part	SPAdes-CAPES_S11.35.fa																			
313	SPAdes-CAPES_S11.36.fa	27.5917	0.0	0.0925894	SPAdes-CAPES_S11.36.fa	bacteria_odb10	0.0	0.0	0.0	2.4	97.6	124.0								SPAdes-CAPES_S11.36.fa	36	36	22	6	0	0	259987	259987	217256	103536	0	0	36	22989	259987	37.14	8559	5611	9	18	153.85	0 + 0 part	SPAdes-CAPES_S11.36.fa																			
314	SPAdes-CAPES_S11.37.fa	13.1605	8.02111	0.0	SPAdes-CAPES_S11.37.fa	bacteria_odb10	43.5	41.9	1.6	10.5	46.0	124.0	clostridiales_odb10	53.8	53.4	0.4	7.2	39.0	264.0	SPAdes-CAPES_S11.37.fa	649	649	197	43	2	0	2960761	2960761	1631024	597431	53337	0	649	27938	2960761	51.18	5344	3424	168	341	115.17	0 + 0 part	SPAdes-CAPES_S11.37.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster bolteae	GCF_002234575.2	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster bolteae	99.12	0.99	GCF_002234575.2	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster bolteae	99.12	0.99	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000424325.1, s__Enterocloster clostridioformis_A, 95.0, 91.74, 0.71; GCF_900113155.1, s__Enterocloster clostridioformis, 95.0, 91.61, 0.79; GCF_005845215.1, s__Enterocloster sp005845215, 95.0, 88.83, 0.91; GCF_000155435.1, s__Enterocloster sp000155435, 95.0, 80.45, 0.52; GCF_003434055.1, s__Enterocloster aldenensis, 95.0, 80.11, 0.49; GCF_000233455.1, s__Enterocloster citroniae, 95.0, 79.97, 0.48; GCF_900753815.1, s__Enterocloster sp900753815, 95.0, 78.78, 0.2; GCA_001304855.1, s__Enterocloster sp001304855, 95.0, 78.6, 0.35; GCA_900555045.1, s__Enterocloster sp900555045, 95.0, 78.4, 0.26; GCA_900549235.1, s__Enterocloster sp900549235, 95.0, 78.19, 0.22; GCF_009696375.1, s__Enterocloster sp900540675, 95.0, 78.16, 0.2; GCF_900770345.1, s__Enterocloster sp900770345, 95.0, 78.05, 0.22; GCF_001517625.2, s__Enterocloster sp001517625, 95.0, 78.02, 0.17; GCA_900551225.1, s__Enterocloster sp900551225, 95.0, 78.0, 0.27; GCF_902364025.1, s__Enterocloster lavalensis, 95.0, 77.88, 0.31; GCF_000158075.1, s__Enterocloster asparagiformis, 95.0, 77.76, 0.3; GCA_900555905.1, s__Enterocloster sp900555905, 95.0, 77.72, 0.21; GCF_013282095.1, s__Enterocloster sp900538485, 95.0, 77.6, 0.16; GCF_003473545.1, s__Enterocloster sp000431375, 95.0, 77.58, 0.11; GCF_900759225.1, s__Enterocloster sp900759225, 95.0, 77.41, 0.14; GCA_900547035.1, s__Enterocloster sp900547035, 95.0, 77.12, 0.15; GCA_900543885.1, s__Enterocloster sp900543885, 95.0, 77.06, 0.12; GCA_900541315.1, s__Enterocloster sp900541315, 95.0, 76.62, 0.1	47.09	11.0		
315	SPAdes-CAPES_S11.38.fa	38.9669	75.2489	58.045	SPAdes-CAPES_S11.38.fa	bacteria_odb10	21.0	21.0	0.0	0.8	78.2	124.0								SPAdes-CAPES_S11.38.fa	17	17	17	14	11	7	941378	941378	941378	918517	856248	723537	17	179855	941378	46.66	105461	51708	4	7	0.0	0 + 0 part	SPAdes-CAPES_S11.38.fa																			
316	SPAdes-CAPES_S11.39.fa	6.5674	0.0	0.0	SPAdes-CAPES_S11.39.fa	bacteria_odb10	25.8	25.0	0.8	7.3	66.9	124.0								SPAdes-CAPES_S11.39.fa	311	311	2	0	0	0	694543	694543	10884	0	0	0	311	5582	694543	38.76	2197	1812	120	206	1.44	0 + 0 part	SPAdes-CAPES_S11.39.fa																			
317	SPAdes-CAPES_S11.4.fa	13.6299	184.981	53.8686	SPAdes-CAPES_S11.4.fa	bacteria_odb10	70.2	70.2	0.0	8.1	21.7	124.0	actinobacteria_class_odb10	74.5	74.2	0.3	5.1	20.4	356.0	SPAdes-CAPES_S11.4.fa	195	195	117	57	8	1	1664644	1664644	1427268	1014793	282410	55806	195	55806	1664644	60.43	12457	6570	41	87	78.09	0 + 0 part	SPAdes-CAPES_S11.4.fa	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	GCF_000196555.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	99.11	0.98	GCF_000196555.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	99.11	0.98	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000269965.1, s__Bifidobacterium infantis, 95.0, 95.45, 0.88; GCF_001025175.1, s__Bifidobacterium breve, 95.0, 86.06, 0.79; GCF_003129905.1, s__Bifidobacterium callitrichidarum, 95.0, 83.94, 0.79; GCF_002259745.1, s__Bifidobacterium myosotis, 95.0, 83.09, 0.75; GCF_009193305.1, s__Bifidobacterium sp009193305, 95.0, 82.74, 0.68; GCF_002802915.1, s__Bifidobacterium felsineum, 95.0, 82.64, 0.64; GCF_000741695.1, s__Bifidobacterium reuteri, 95.0, 82.61, 0.7; GCF_012932375.1, s__Bifidobacterium sp012932375, 95.0, 82.34, 0.66; GCF_002802865.1, s__Bifidobacterium scaligerum, 95.0, 82.11, 0.67; GCF_002860405.1, s__Bifidobacterium imperatoris, 95.0, 82.02, 0.63; GCF_010667645.1, s__Bifidobacterium sp010667645, 95.0, 81.91, 0.62; GCF_008698235.1, s__Bifidobacterium rousetti, 95.0, 81.91, 0.61; GCF_000741715.1, s__Bifidobacterium saguini, 95.0, 81.91, 0.66; GCF_001042635.1, s__Bifidobacterium scardovii, 95.0, 81.87, 0.62; GCF_000741785.1, s__Bifidobacterium stellenboschense, 95.0, 81.79, 0.63; GCF_002860365.1, s__Bifidobacterium parmae, 95.0, 81.74, 0.61; GCF_000741175.1, s__Bifidobacterium callitrichos, 95.0, 81.72, 0.63; GCF_001417815.1, s__Bifidobacterium aesculapii, 95.0, 81.54, 0.59; GCF_009299475.1, s__Bifidobacterium avesanii, 95.0, 81.3, 0.56; GCF_012932365.1, s__Bifidobacterium sp012932365, 95.0, 81.11, 0.53; GCF_010667685.1, s__Bifidobacterium aerophilum, 95.0, 81.07, 0.57; GCF_012932425.1, s__Bifidobacterium sp012932425, 95.0, 80.95, 0.64; GCF_009299505.1, s__Bifidobacterium ramosum, 95.0, 80.89, 0.6; GCF_000741165.1, s__Bifidobacterium biavatii, 95.0, 80.89, 0.56; GCF_001025135.1, s__Bifidobacterium bifidum, 95.0, 80.79, 0.53; GCF_008698145.1, s__Bifidobacterium vespertilionis, 95.0, 80.79, 0.53; GCF_002259685.1, s__Bifidobacterium eulemuris, 95.0, 80.73, 0.6; GCF_001895165.1, s__Bifidobacterium lemurum, 95.0, 80.68, 0.6; GCF_012932675.1, s__Bifidobacterium sp012932675, 95.0, 80.65, 0.51; GCF_009193355.1, s__Bifidobacterium sp009193355, 95.0, 80.52, 0.57; GCF_000010425.1, s__Bifidobacterium adolescentis, 95.0, 80.48, 0.5; GCF_900129045.1, s__Bifidobacterium merycicum, 95.0, 80.39, 0.51; GCA_002451435.1, s__Bifidobacterium sp002451435, 95.0, 80.34, 0.46; GCF_003952945.1, s__Bifidobacterium samirii, 95.0, 80.32, 0.54; GCF_000771405.1, s__Bifidobacterium pullorum, 95.0, 80.3, 0.48; GCF_001025155.1, s__Bifidobacterium angulatum, 95.0, 80.29, 0.44; GCF_009078285.1, s__Bifidobacterium jacchi, 95.0, 80.25, 0.48; GCF_000770925.1, s__Bifidobacterium ruminantium, 95.0, 80.15, 0.45; GCF_000741215.1, s__Bifidobacterium gallinarum, 95.0, 80.14, 0.49; GCF_001025215.1, s__Bifidobacterium pseudocatenulatum, 95.0, 79.77, 0.44; GCF_001042595.1, s__Bifidobacterium dentium, 95.0, 79.73, 0.45; GCF_001025195.1, s__Bifidobacterium catenulatum, 96.3948, 79.53, 0.4; GCF_000522505.1, s__Bifidobacterium moukalabense, 95.0, 79.5, 0.49; GCF_001042615.1, s__Bifidobacterium kashiwanohense, 96.3948, 79.48, 0.42; GCF_000800455.1, s__Bifidobacterium kashiwanohense_A, 95.1942, 79.46, 0.44; GCF_003951095.1, s__Bifidobacterium goeldii, 95.0, 79.44, 0.36; GCF_002742445.1, s__Bifidobacterium sp002742445, 95.0, 79.38, 0.41; GCA_002298605.1, s__Bifidobacterium sp002298605, 95.0, 79.37, 0.36; GCF_000741575.1, s__Bifidobacterium cuniculi, 95.0, 79.2, 0.38; GCF_000741295.1, s__Bifidobacterium globosum, 95.0, 79.18, 0.36; GCF_012932445.1, s__Bifidobacterium sp012932445, 95.0, 79.17, 0.37; GCF_004155535.1, s__Bifidobacterium pseudolongum_C, 95.0, 79.12, 0.36; GCF_010667615.1, s__Bifidobacterium sp010667615, 95.0, 78.9, 0.4; GCF_002860345.1, s__Bifidobacterium anseris, 95.0, 78.66, 0.36; GCA_000741495.1, s__Bifidobacterium thermophilum_A, 95.0, 78.65, 0.34; GCF_000741135.1, s__Bifidobacterium choerinum, 95.0, 78.63, 0.38; GCF_003952025.1, s__Bifidobacterium castoris, 95.0, 78.63, 0.36; GCF_000771265.1, s__Bifidobacterium thermophilum, 95.0, 78.58, 0.36; GCF_000771225.1, s__Bifidobacterium pseudolongum, 95.0, 78.54, 0.35; GCF_002286915.1, s__Bifidobacterium italicum, 95.0, 78.52, 0.36; GCF_000741535.1, s__Bifidobacterium boum, 95.0, 78.49, 0.32; GCF_002259755.1, s__Bifidobacterium hapali, 95.0, 78.47, 0.28; GCF_000741255.1, s__Bifidobacterium magnum, 95.0, 78.45, 0.26; GCF_000741775.1, s__Bifidobacterium subtile, 95.0, 78.36, 0.37; GCF_009371885.1, s__Bifidobacterium tibiigranuli, 95.0, 78.32, 0.33; GCF_009299485.1, s__Bifidobacterium apri, 95.0, 78.27, 0.31; GCF_001563665.1, s__Bifidobacterium vaginale_A, 95.0, 78.25, 0.02; GCF_000260715.1, s__Bifidobacterium animalis, 95.0, 78.07, 0.3; GCF_002286935.1, s__Bifidobacterium criceti, 95.0, 77.98, 0.26; GCF_009727065.1, s__Bifidobacterium sp900551485, 95.0, 77.95, 0.28; GCF_000741285.1, s__Bifidobacterium mongoliense, 95.0, 77.87, 0.27; GCF_003315635.1, s__Bifidobacterium aemilianum, 95.0, 77.76, 0.23; GCF_000741205.1, s__Bifidobacterium gallicum, 95.0, 77.61, 0.18; GCF_001263395.1, s__Bifidobacterium actinocoloniiforme, 95.0, 77.59, 0.15; GCF_000738005.1, s__Bifidobacterium crudilactis, 95.0, 77.58, 0.14; GCF_000263595.1, s__Bifidobacterium vaginale_E, 95.0, 77.51, 0.03; GCF_003202715.1, s__Bifidobacterium asteroides_E, 95.0, 77.47, 0.16; GCF_003585845.1, s__Bifidobacterium sp003585845, 95.0, 77.46, 0.04; GCF_000741645.1, s__Bifidobacterium minimum, 95.0, 77.38, 0.19; GCF_003202755.1, s__Bifidobacterium asteroides_F, 95.0, 77.32, 0.16; GCF_003315615.1, s__Bifidobacterium xylocopae, 95.0, 77.31, 0.17; GCF_000706765.1, s__Bifidobacterium indicum, 95.0, 77.17, 0.13; GCF_000741525.1, s__Bifidobacterium bohemicum, 95.0, 77.17, 0.19; GCF_001546485.1, s__Bifidobacterium vaginale_D, 95.0, 77.13, 0.03; GCF_000741765.1, s__Bifidobacterium tsurumiense, 95.0, 77.03, 0.15; GCF_000263635.1, s__Bifidobacterium vaginale_C, 95.0, 77.02, 0.04; GCF_000741705.1, s__Bifidobacterium psychraerophilum, 95.0, 76.9, 0.16; GCF_003202695.1, s__Bifidobacterium asteroides_G, 95.0, 76.88, 0.15; GCF_000025205.1, s__Bifidobacterium vaginale_G, 95.0, 76.88, 0.04; GCF_003408845.1, s__Bifidobacterium vaginale_H, 95.0, 76.84, 0.04; GCF_001546455.1, s__Bifidobacterium vaginale_B, 95.0, 76.84, 0.03; GCF_002896555.1, s__Bifidobacterium vaginale_F, 95.0, 76.71, 0.04; GCF_001042655.1, s__Bifidobacterium vaginale, 95.0, 76.71, 0.03; GCF_003585735.1, s__Bifidobacterium sp003585735, 95.0, 76.65, 0.05; GCF_002884815.1, s__Bifidobacterium sp002884815, 95.0, 76.63, 0.04; GCF_900094885.1, s__Bifidobacterium commune, 95.0, 76.62, 0.1; GCF_003951975.1, s__Bifidobacterium dolichotidis, 95.0, 76.58, 0.13; GCF_002259795.1, s__Bifidobacterium aquikefiri, 95.0, 76.49, 0.06; GCF_000737845.1, s__Bifidobacterium bombi, 95.0, 76.14, 0.1	75.6	11.0		
318	SPAdes-CAPES_S11.40.fa	18.3156	0.0234962	28.3479	SPAdes-CAPES_S11.40.fa	bacteria_odb10	16.1	16.1	0.0	3.2	80.7	124.0								SPAdes-CAPES_S11.40.fa	93	93	70	42	8	0	1094238	1094238	1014298	816538	257632	0	93	48235	1094238	44.95	17776	9686	22	43	0.0	0 + 0 part	SPAdes-CAPES_S11.40.fa																			
319	SPAdes-CAPES_S11.41.fa	6.822189999999999	0.0	0.0	SPAdes-CAPES_S11.41.fa	bacteria_odb10	16.1	16.1	0.0	5.6	78.3	124.0								SPAdes-CAPES_S11.41.fa	407	407	8	0	0	0	927098	927098	52361	0	0	0	407	9155	927098	43.17	2209	1847	155	270	2.16	0 + 0 part	SPAdes-CAPES_S11.41.fa																			
320	SPAdes-CAPES_S11.42.fa	7.470639999999999	0.0	0.0	SPAdes-CAPES_S11.42.fa	eukaryota_odb10	0.4	0.4	0.0	0.0	99.6	255.0								SPAdes-CAPES_S11.42.fa	79	79	7	0	0	0	233385	233385	48868	0	0	0	79	9019	233385	45.99	2872	2175	26	49	4.28	0 + 0 part	SPAdes-CAPES_S11.42.fa																			
321	SPAdes-CAPES_S11.43.fa	24.6386	0.0	0.00810898	SPAdes-CAPES_S11.43.fa	bacteria_odb10	67.7	63.7	4.0	0.8	31.5	124.0	clostridiales_odb10	79.2	79.2	0.0	0.4	20.4	264.0	SPAdes-CAPES_S11.43.fa	93	93	84	66	29	15	2428556	2428556	2399574	2272231	1635965	1165793	93	180993	2428556	44.39	44967	21053	17	38	16.47	0 + 0 part	SPAdes-CAPES_S11.43.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis	GCF_001406815.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis	98.29	0.89						d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	ANI	topological placement and ANI have incongruent species assignments	GCF_001406815.1, s__Agathobacter faecis, 95.0, 98.29, 0.89; GCA_900557055.1, s__Agathobacter sp900557055, 95.0, 97.88, 0.56; GCA_002474415.1, s__Agathobacter sp002474415, 95.0, 91.37, 0.69; GCF_902363675.1, s__Agathobacter sp000434275, 95.0, 81.44, 0.45; GCA_900550545.1, s__Agathobacter sp900550545, 95.0, 79.95, 0.38; GCA_900552085.1, s__Agathobacter sp900552085, 95.0, 79.89, 0.33; GCA_900550845.1, s__Agathobacter sp900550845, 95.0, 79.76, 0.15; GCA_900549895.1, s__Agathobacter sp900549895, 95.0, 79.13, 0.36; GCA_900543445.1, s__Agathobacter sp900543445, 95.0, 79.02, 0.33; GCF_000020605.1, s__Agathobacter rectalis, 95.0, 78.24, 0.16; GCA_900316805.1, s__Agathobacter sp900316805, 95.0, 78.13, 0.28; GCA_900546625.1, s__Agathobacter sp900546625, 95.0, 77.94, 0.15; GCA_900547695.1, s__Agathobacter sp900547695, 95.0, 77.92, 0.15; GCA_900548765.1, s__Agathobacter sp900548765, 95.0, 77.68, 0.13; GCA_900317585.1, s__Agathobacter sp900317585, 95.0, 77.39, 0.15; GCF_002735305.1, s__Agathobacter ruminis, 95.0, 77.05, 0.13	68.27	11.0		
322	SPAdes-CAPES_S11.44.fa	5.88232	0.0	0.0	SPAdes-CAPES_S11.44.fa	bacteria_odb10	4.0	4.0	0.0	1.6	94.4	124.0								SPAdes-CAPES_S11.44.fa	205	205	1	0	0	0	417693	417693	5226	0	0	0	205	5226	417693	59.71	1972	1721	84	141	0.0	0 + 0 part	SPAdes-CAPES_S11.44.fa																			
323	SPAdes-CAPES_S11.45.fa	59.342	19.57855	0.3250395	SPAdes-CAPES_S11.45.fa	bacteria_odb10	1.6	1.6	0.0	0.0	98.4	124.0								SPAdes-CAPES_S11.45.fa	8	8	7	7	5	3	338752	338752	333932	333932	305653	228957	8	88034	338752	44.1	84785	45516	2	4	0.0	0 + 0 part	SPAdes-CAPES_S11.45.fa																			
